title,date,country,description,keywords,categories,source_url,page,source_category
"Buy Noblex, Long Pulsed Alexandrite, Hair Removal, Melasma, Laser, 755nm","7 Jan, 2015",Russia,"Good day, we want to distribut Noblex laser system in Russia, Moscow
we have seen all your medical systems in Cosmoprof Honkong and liked it 
please contact us 
waiting for your answer
Niki
Derector of financial development of fd-cosmetic, Russia",,"Personal Care,Other Beauty Equipment",https://importer.ec21.com/buy-lead/Buy-Noblex-Long-Pulsed--23739970.html,25,
Buy Skin Care,"26 Sep, 2014",China,"I need to purchase a good quality product:
Korean skin care
KoreancosmeticKoreancosmetics
Korean cream
Korean makeup
Korean beauty
Korean whitening
Korean bb cream
Korean skincare
Korean shampoo
Korean skin
Korean eyelash
Korean mask pack
Korean serum
Korean essence
Korean make up
Korean makeup preparations
Korean mask
Korean anti-aging
Korean anti aging
Korean hair iron
Korean toner
Korean na",,"Personal Care,Skin Care Set",https://importer.ec21.com/buy-lead/Buy-Skin-Care--23678917.html,25,
Buy Human Hair,"25 Jun, 2014",South Africa,"Good day 
new products mostly the REMY BODY WAVY AND REMY STRAIGHT WAVE/CURLY.
Ugomingo import and export company CC.we specialize on import and distributions of all types of hair products andcosmetics
Regards,
Mr Ifeanyi Chukwu
M/D Ugomingo hair/cosmetics stores CC
73 voortreeker road,klerkedorp 2570
south africa",,"Fashion Accessories,Wigs",https://importer.ec21.com/buy-lead/Buy-Human-Hair--23606315.html,25,
Buy Eaton Vickers Valve,"17 Mar, 2015",Cameroon,"Hi!
I am Ing. MOSKOLAI GUEDANA DIEUDONNE in service VITALIACOSMETICS, an industry that is in the manufacture and packaging ofcosmetics. We are based in Cameroon.
We have among our injection machines, machine HAITIAN MACHINERY Model HTF180R -W3, the elements of the hydraulic circuit are branded ""VICKERS"".
We ask the quote any tax included in the acquisition of a hydraulic valve VICKERS DG5S4-042",,"General Mechanical Components,Pumps",https://importer.ec21.com/buy-lead/Buy-Eaton-Vickers-Valve--23771235.html,25,
Buy Eye Shadow,"25 Aug, 2014",United States,"This is Katie from Chrislie Formulations in the United States. We are looking for 8 colorcosmetic(round or square) compact, with 1 g each color. 
Please email quotation with pictures.
Thanks!
Katie",,"Personal Care,Mascara",https://importer.ec21.com/buy-lead/Buy-Eye-Shadow--23658026.html,25,
Buy Innisfree,"7 May, 2015",Hong Kong,"We are Hong Kong Trading Company.
We are looking for all brand ofcosmeticand beauty products in Korea and Japan.
We are welcome to all quality suppliers to quote their price to us.",,"Personal Care,Face Mask",https://importer.ec21.com/buy-lead/Buy-Innisfree--23802013.html,25,
Buy Milky Dress Whitening Pack(The White),"16 Jun, 2014",Hong Kong,"We are Hong Kong Company, 
We want to but the hot koreacosmeticfrom you,
Please contact us by email",,"Personal Care,Face Cream & Lotion",https://importer.ec21.com/buy-lead/Buy-Milky-Dress-Whitening-Pack--23598971.html,25,
Buy Wholesale nail brush for nail gel polish,"12 Aug, 2014",China,"Dear sirs,
This is Cindy from Guangzhou CocomeCosmetics Co., Ltd, we are a professional manufacturer of nail gel products in China for over ten years.
Now to improve our bursh quality, we want to find one long-term supplier of nail brush, the length of our brush is 3-5cm , i am wondering if you can? kindly let me soon, thanks.
Looking forward to hearing from you!",,"Chemicals,Other Chemicals",https://importer.ec21.com/buy-lead/Buy-Wholesale-nail-brush-for--23647943.html,26,
Buy [[Bio Meyisun(Pdo Thread)] Lift Up Your Wrinkles and Get Younger,"18 May, 2014",Russia,"I'd like to buy lifting threads andcosmeticfillers.Will be happy to meet all offers).
Best wishes,P.",,"Personal Care,Other Beauty Equipment",https://importer.ec21.com/buy-lead/Buy-Bio-Meyisun--23576729.html,26,
"Buy Ink jet Printer/ Inkjet Coding Machine, bar coder","25 Dec, 2014",Costa Rica,"Dear Sirs , cordial regards.
We are Importer / Distributors for Packing machinery and packing materials for Food, Pharma,Cosmetic, Veterinary , Household and Chemical industry .
Now one of our good customer we need you quote 1-2 sets of good quality INK JECT for coding plastic bottles (clear or white PET/PE ) with medicines tablets / capsules / syrups . 
Speed is 30-60 bottles /minute Need to co",,"Manufacturing & Processing Machinery,Printing Machinery",https://importer.ec21.com/buy-lead/Buy-Ink-jet-Printer--23733789.html,26,
Buy Multi Layer Blow Bottle,"1 Jun, 2014",Malaysia,"Dear Supplier,
Nice to view ur website. We like to check the MOQ for above item and price for FOB shipment. We, Tender products Sdn Bhd is contract manufacturer in Malaysia for skin care andCosmetics products. Kindly email the measurement for this 30 ml to me as we are matching one of the benchmark bottle as customer like to match. 
Look forward ur prompt reply on this. thanks",,"Packaging & Paper,Other Cosmetics Packaging",https://importer.ec21.com/buy-lead/Buy-Multi-Layer-Blow-Bottle--23587385.html,26,
Buy Hazelnuts,"7 Jul, 2014",Slovenia,"Opening an online store retail trade and wholesale trade, with sports nutrition , the sheiks protein , dietary supplements , natural vitamins minerals and other supplements to improve the health and well-being , omega 3 , natural vitamin C , Q 10 . Food,cosmetics and cleaning .... with smart phones, laptops , TVs with 4K Ultra HD TV . . products for the home, leisure , sport , clothing , food ..",,"Agriculture,Hazelnuts",https://importer.ec21.com/buy-lead/Buy-Hazelnuts--23616239.html,26,
"Buy Korea Skincare , Missha, Etude House","10 Jun, 2014",Chile,"I am interested in buyingcosmetics from brands like etude house, tony moly, etc.
I am from Chile and my target market is that and Latinamerica.",,"Personal Care,Face Cream & Lotion",https://importer.ec21.com/buy-lead/Buy-Korea-Skincare--23593256.html,26,
Buy Paraffin Wax,"23 Jul, 2014",Uganda,"Dear sir/Madam,
I here by on behalf of our clients was wondering if you could be in
position of supplying us with one of the following chemical below:
-Aspartam
--Micro crystalline Wax
-white oilcosmeticgrade
-petroleum jellycosmeticgrade
-Titanium Dioxide
ease send us your quotation for 100 mt C.I.F Mombasa Port.
We are hoping for a good and favorable price cost and insurance per Metric Ton.",,"Energy,Paraffin",https://importer.ec21.com/buy-lead/Buy-Paraffin-Wax--23631283.html,26,
Buy Moroccan Oil Hair Treatment Argan Oil,"18 Jun, 2016",Germany,"Our products and perfume are brand new 100 percent Original, they are high quality perfume andcosmetichair care products, talc and other personal care products.
We only sell brand new product with 100% guarranty from the manufacturing company,we dont sell fake nor refurblish product but 100% original,we assure you never to regret dealing with us and we look forward to build a long term business",Moroccan oil Hair Treatment,"Personal Care,Other Hair Hygiene",https://importer.ec21.com/buy-lead/Buy-Moroccan-Oil-Hair-Treatment--23840940.html,26,
Buy Diapers,"28 Oct, 2014",United States,"Please as much information you can, thank you I would to buy diapers or any baby products, antiviral mask, toys, clothes, shoes, sneakers, electronics, adult diapers, bicycle lights, used toys ,cosmetics",,"Home & Garden,Baby Diapers/Nappies",https://importer.ec21.com/buy-lead/Buy-Diapers--23699920.html,26,
Buy Bone Expander,"30 Oct, 2014",India,"i am intersted in promoting dental instruments in india.
please contact me for the same.
instruments, equipments, bone graft, endo andcosmeticrelated",,"Health & Medical,Other Dental Supplies",https://importer.ec21.com/buy-lead/Buy-Bone-Expander--23701421.html,26,
Buy Stem Cell Isolation Device,"27 Oct, 2014",Taiwan,"Ms.Shin:
I am acosmeticsurgeon in Taiwan and very interested in the device andproducts about prp
pls send me detail information including quotation.",,"Health & Medical,Medical Centrifuge",https://importer.ec21.com/buy-lead/Buy-Stem-Cell-Isolation-Device--23699046.html,26,
Buy New Embedded Skin Diagnosis System,"16 Sep, 2014",France,"Hello,
I would like ti buy an item for skin diagnosis, in order to sell somecosmetics.
In this purpose, i would like to have the price and the shipping information to france.",,"Health & Medical,Other Medical Equipment",https://importer.ec21.com/buy-lead/Buy-New-Embedded-Skin-Diagnosis--23671677.html,26,
Buy Innisfree the Greentea Seed Serum,"6 Feb, 2015",China,"Our company sellscosmeticproducts online. We are looking for new suppliers who have brand ""Innisfree"" products, ""Etude House"" products,""ON the body "" products, ""The Face Shop"" products, ""PORETOL"" products, ""TonyMoly"" products, ""SKIN FOOD"" products, ""NATURE REPUBLIC"" products, ""LG ReEn"" products, ""O SULLOC"" products. If you are interested in our company and want to cooperate with us, please cont",,"Personal Care,Skin Care Serum",https://importer.ec21.com/buy-lead/Buy-Innisfree-the-Greentea-Seed--23756205.html,26,
"Buy Citric Acid Monohydrate 99.5%,99.7% CAS NO.77-92-9","27 Jun, 2014",South Africa,"I
I require suppliers of preservatives for mainlycosmeticuses.
I am looking for T-50 Vitamin E, Rosemary Oil Extract, Grapefruit seed extract, Germaben ii, Liquid Germall plus.",,"Chemicals,Other Food Additives",https://importer.ec21.com/buy-lead/Buy-Citric-Acid-Monohydrate-99.5--23609219.html,26,
Buy Sell  Pickles PET Jars Manufacturers in Trichy,"19 Aug, 2015",India,"Our company has acquired one of the topmost names in the industry for manufacturing.
Our range is available in different sizes. PET Bottle is manufactured using the finest quality raw material and with the help of advanced machines under the guidance of qualified and experienced professionals.
Pickles Jars cooking oil bottles Green Tea Jars
Ghee jars Soft drinks Soda bottles(CSD)CosmeticPet Bot","pickles jars manufacturers,ghee jars manufacturers,honey jars manufacturers","Food & Beverage,Canned Vegetables",https://importer.ec21.com/buy-lead/Buy-Sell-Pickles-PET--23853809.html,26,
Buy CLABIANE PGA Intensive Mask,"8 Jul, 2014",China,"hi 
i needcosmeticproducts
please contact me 
my mail: beautylabor at g.m.ail.com
thanks for your soon as soon as possible",,"Personal Care,Face Mask",https://importer.ec21.com/buy-lead/Buy-CLABIANE-PGA-Intensive-Mask--23618854.html,26,
Buy SHISEIDO TSUBAKI Red Shampoo 500ml,"5 Aug, 2016",United States,"Dear Yu
my name is yoel israel
company name butterfly distribution inc
located in NYC we are a well known distribution company 
we carry many major brands of skincare hair care andcosmeticproducts 
we are currently looking for new suppliers on Japanese goods with good and responsible prices shiseido 
please email me your wholesale price 
as well as your price listings of all brands you carry my",,"Personal Care,Shampoo",https://importer.ec21.com/buy-lead/Buy-SHISEIDO-TSUBAKI-Red-Shampoo--24008043.html,26,
"Buy Egyptian Magic, All Purpose Skin Cream, 4 Oz","16 Apr, 2015",United States,"Hi 
My name is Yoel Israel from Butterfly Distribution Inc.
please send me the price product location .
Focusing on Skincare, Hair care,Cosmetics and beauty accessory products, Butterfly Distribution Inc. has succeeded in building good relations within markets from America, Europe, and Asia. We employ values of honesty, integrity, optimism, professionalism, hard work, and commitment in everythin",,"Personal Care,Face Cream & Lotion",https://importer.ec21.com/buy-lead/Buy-Egyptian-Magic-All--23789140.html,26,
Buy surplus beauty products,"4 Apr, 2015",United States,"Looking for excess inventory, high endcosmetics,skin care and salon hair products Name brand, QVC, HSN Not drug store quality",,"Business Services,Beauty Products Agents",https://importer.ec21.com/buy-lead/Buy-surplus-beauty-products--23782874.html,26,
Buy ACH - Aluminium Chlorohydrate,"21 May, 2015",South Africa,"Hi! I need to buy aluminium chlohydrate powder from you. I am dealing withcosmetics.
I will be glad if my request will be considered.
Best Regards
Zanele Queen Mowele
0738603089",,"Chemicals,Water Treatment Chemicals",https://importer.ec21.com/buy-lead/Buy-ACH-Aluminium--23808983.html,26,
Buy Reply Needed with Offers,"18 Apr, 2016",Nigeria,"Dear Sir,
We are a company that engaged in the importation of items as follows:
Pasta
Baby diapersCosmetics
Food products
Tomato Paste
Used clothing and shoes
Computers
Textiles and Fabrics etc
Interested companies should contact us with details of their products for our view and selection.
Regards
John","cosmetics,pasta,tea,canned food/fish","Personal Care,Other Skin Care",https://importer.ec21.com/buy-lead/Buy-Reply-Needed-with-Offers--23963502.html,27,
Buy  Raisins,"13 Jul, 2015",Uzbekistan,"Good day to all.
I am Bahodir sales Manager of ""Bonu-Cosmetic"", We are a big supplier of raisin in Usbekistan. If you interested, we have offer for you. We have in stock two sorts of raisin
You can see below our price offer FCA Tashkent
Waiting your reply ..
Raisin No. 2 brown - 1,2 $ - kg
Raisin No. 4 black - 1,02 $ - kg
We can manufacturing capacity per month from 60 to 80 tons . 
Skype : bonub",,"Agriculture,Agricultural Product Stock",https://importer.ec21.com/buy-lead/Buy-Raisins--23833411.html,27,
Buy LG/Amore Pacific Skin Care Brands,"31 Mar, 2016",United Kingdom,"Hi
I'm from a beauty distribution company in the UK called Buttermilk Beauty and we are looking to source Korean skincare products to sell in the United Kingdom
We are looking for a contact in thecosmetics industry in South Korea who we can contract to work as an interpreter/quality control team to help source and transport legitimate skincare products to the UK. 
If you are able to respond with",,"Personal Care,Skin Care Set",https://importer.ec21.com/buy-lead/Buy-LG-Amore-Pacific-Skin--23955908.html,27,
Looking for Supplier,"26 Jan, 2016",China,"we are looking for suppliers ofcosmetics, daily stuff, ect. usually bulk order. pl contact us through https://www.baidu.com/s?wd=dynamices&ie=utf-8&tn=11000003_ie_dg","cosmetic,steel,loudspeaker,china","Luggage, Bags & Cases,Cosmetic Bags & Cases",https://importer.ec21.com/buy-lead/Looking-for-Supplier--23930610.html,27,
Buy Bioderma Products Available in Stock,"5 Sep, 2016",Korea,"I'm Jun, Sales manager at J&J Corps from South Korea.
I'm looking for European dermocosmetics as parallel business.
Here's our web side and my email address
www.jnjcompany.co.kr
crazeschool at naver.com 
May I get some details of price which you can provide to me?
Every brand's sku such as Bioderma, Avene, Uriage, NUXE, etc..
I'll wait for your answer.
Thank you
Best regards
Jun",,"Personal Care,Other Skin Care",https://importer.ec21.com/buy-lead/Buy-Bioderma-Products-Available-in--24019884.html,27,
Buy TriCeLL PRP Kit,"30 Dec, 2015",Saudi Arabia,"Tricell PRP Kits
PRP kits 
Face lifting threads
PRP centrifuge
Meso therapy
Stem cells productsCosmetics",,"Health & Medical,Other Health Care Products",https://importer.ec21.com/buy-lead/Buy-TriCeLL-PRP-Kit--23915504.html,27,
Buy Dried Seahorse,"15 Jul, 2015",Korea,"Dear Sir,
I am Chris Kim as Koreacosmeticlab staff, 
and looking for seahorse oil,
can you produce that?
Please let me know.
=======================================
7newyork gmail.com <--this is my email address.
mcajay <--Line id.
=======================================
Please contact me for business.
Thanks,",,"Food & Beverage,Other Fish & Seafood",https://importer.ec21.com/buy-lead/Buy-Dried-Seahorse--23834619.html,27,
Buy A03 Manual Filling Machine for Liquid Cream 5~50ml,"19 Nov, 2015",United Kingdom,Automated filling machines for small scale production ofcosmetictubes and skin creams in a variety of jars,,"Manufacturing & Processing Machinery,Pharmaceutical Machinery",https://importer.ec21.com/buy-lead/Buy-A03-Manual-Filling-Machine--23894829.html,27,
Buy Genuine Perfume,"8 Jul, 2015",France,"wanted wholesaler perfumes andcosmetics
all brands perfumes andcosmetics
no copy 
only authentics
clean or decoded",,"Personal Care,Perfume",https://importer.ec21.com/buy-lead/Buy-Genuine-Perfume--23831500.html,27,
Buy Paraffin Wax,"1 Mar, 2016",Egypt,"Compounded Waxes
A group of wax types used in packaging, paper industry, hot melt adhesive, health and personal care and medicine and food industry
Petroleum Jelly
We produce multiple types of petroleum jelly used in manufacture telecommunication cables, base material forcosmeticmanufacture and other industrial purposes",,"Energy,Paraffin",https://importer.ec21.com/buy-lead/Buy-Paraffin-Wax--23941803.html,27,
Buy Top Quality European Bulk Hair and Raw Russian Bulk Hair,"22 Sep, 2015",United States,"I am the owner of an Ethnic Beauty Supply. I am looking for importers who are able to provide Quality Hair, Quality wigs, and Quality beauty INVENTORY.
Please Send information on the hair,cosmetics or skin products you are able to provide. I am looking to establish a 90 day cash account or credit account. 
Thank you 
Iris Bey",,"Personal Care,Hair Extension",https://importer.ec21.com/buy-lead/Buy-Top-Quality-European-Bulk--23870246.html,27,
Buy Reply Buying Need,"22 Apr, 2016",Nigeria,"Dear Sir,
We have the pleasure to inform you that we deals on all types of food
items,Baby Diapers,Bathing Towel,Textiles,Fabrics,Rice,Bed sheets and
Clothing,Cosmetics,Perfumes and General Commodities.
Kindly send us your full range products for our perusal and selection
as to be able to proceed.
Best regards
Nelson","Bath Towel,Ladies Pad,Food Items,Cosmetics","Textiles & Leather Products,Towel",https://importer.ec21.com/buy-lead/Buy-Reply-Buying-Need--23965486.html,27,
Buy  Maxim Instant Coffee,"5 Aug, 2015",China,"we are importer of china,run business of instant coffee and snacks.
we have mature sales channel in china.","instant coffee,snacks,cosmetic","Food & Beverage,Instant Coffee",https://importer.ec21.com/buy-lead/Buy-Maxim-Instant-Coffee--23846543.html,27,
Buy  HA Fillers,"29 Jan, 2016",Russia,Our Company is a distributor ofcosmeticproducts. We are looking for manufacturers of high quality HA Fillers.,HA Fillers,"Personal Care,Other Skin Care",https://importer.ec21.com/buy-lead/Buy-HA-Fillers--23931528.html,27,
Buy Kiehls Dior YSL Estee Lauder,"7 May, 2016",Korea,"This is Jimmy Park working for NURI international Inc. based in Seoul, Korea.
We have been engaged in the import of a variety of brandcosmetics and are looking for a new supplier.
Now we are especially looking for Kiehl's, Dior, LANCOME and ESTEE LAUDER.
If you can supply below list with best export price, we can guarantee to buy a lot of quantities.
Kiehl's Ultra Facial Cream 125ml 
Dior addict","kiehls,YSL lipstick","Personal Care,Makeup Set",https://importer.ec21.com/buy-lead/Buy-Kiehls-Dior-YSL-Estee--23970250.html,27,
Buy Botulax 100iu,"10 Aug, 2015",United Arab Emirates,"Dear Sir,
i am acosmetictrading company registered in Dubai - UAE and have a physician who has requested Korean Botulinium Toxin from us.
we searched the web and read about your product and are interested to supply your Botulax to our physician.
please provide the price for 300 boxes and availability ASAP.
thank you.
Tarek",,"Health & Medical,Other Medical Supplies",https://importer.ec21.com/buy-lead/Buy-Botulax-100iu--23848904.html,27,
Buy ATOCIDE Hinoki Cypress Oil,"15 Apr, 2016",France,"Dear Sir,
what is the country origin of your product ?
Plant parts used are leaves stem, bark?
I developcosmetics in france. I have need an evaluation sample of hinoki essential oil and hinoki water as well as msds sheets. 
As well, please tell me what is your extraction method ?
Our Company adress for sample
DepilatoCosmetics SAS
Attn : Jenneine WILSON
1 mail gay lussac
NeuviTec 95
95015 Cergy",,"Chemicals,Other Organic Chemicals",https://importer.ec21.com/buy-lead/Buy-ATOCIDE-Hinoki-Cypress-Oil--23962613.html,27,
Buy White Petroleum Jelly,"16 Jul, 2016","Congo, Democratic Rep.",we are one of the biggestcosmetics and pharmaceutical company in republic democratic of congo. we are regular client for pure white petroleum jelly,,"Energy,Vaseline",https://importer.ec21.com/buy-lead/Buy-White-Petroleum-Jelly--23999795.html,27,
Buy White Vaseline / Petroleum Jelly,"12 May, 2016",Madagascar,"Hi sorry i am from Madagascar i need to buy directly in the 
manifacturer have certificate sadec or comesa vaseline
glycerine and white oil for makecosmetics 
Thanks a lot",,"Energy,Vaseline",https://importer.ec21.com/buy-lead/Buy-White-Vaseline--23972067.html,27,
Buy Aluminum Collapsible Tube  Extrusion Press,"11 Feb, 2016",Pakistan,"NEW OR OLD MANUFACTURING LINE REQUIRED SOFT ALUMINUM TUBE FORCOSMETICPHARMACEUTICAL INDUSTRIES.
BASIC SIZES OF TUBES:
1: DIAMETER OF TUBE 11mm TO 40mm.
2: LENGTH OF TUBE 50mm TO 240mm.
PLEASE GIVE DETAILS OF WHOLE MANUFACTURING LINE WITH ALL FEATURES INCLUDING MINIMUM AND MAXIMUM WALL THICKNESS
OF ALUMINUM TUBE WALL AS WELL AS SHOULDER AREA FLEXIBILITY OF SIZES AND SHAPES
CAN BE DONE.
CONTACT
M",,"Business Services,Manufacturing & Processing Machinery Agents",https://importer.ec21.com/buy-lead/Buy-Aluminum-Collapsible-Tube--23934728.html,27,
Buy COQ10 Cream Anti-wrinkle Cream,"13 Sep, 2016",India,We are interested to getcosmeticproducts manufactured (OEM) from European or Japanese manufacturers. Please suggest us the prospective manufacturers.,,"Personal Care,Face Cream & Lotion",https://importer.ec21.com/buy-lead/Buy-COQ10-Cream-Anti-wrinkle--24023030.html,28,
Buy - Looking for Innovative and Trendy Skincare & Makeup Products,"5 Jan, 2017",United States,"We are currently looking for Innovative and Trendy Skincare and Makeup /Cosmetics Products for Importing to US Market. 
While we love all beauty products, we are currently only looking for new innovative products that deliver instant results and that can be market directly to consumers. 
We want to come across next big thing incosmetics and skincare, a product that can be an overnight success.","skincare,cosmetics,beauty,makeup","Personal Care,Other Skin Care",https://importer.ec21.com/buy-lead/Buy-Looking-for--24061038.html,28,
Buy Semi-sweet Rose Sparkling Wine  Moller,"10 Feb, 2017",Benin,"Dear Sir,
We got your information on the web and decided to contact you because we learnt that you can suply usCosmetics, Pharmaceuticals,Food Supplement, Chocolate,Cooking Seasoning, Spices,Tea, Coffee, Confectionery,Tomatoes, Fish Tuna,Honey,cigarettes, Cigares,Energy Drinks,Canned Seafood,Canned Food,Liquors,Alcohol, Wines, Beer, Health Food,Olive Oil,meat ,Food and Beverages in large quantit",,"Food & Beverage,Wine",https://importer.ec21.com/buy-lead/Buy-Semi-sweet-Rose-Sparkling--24070765.html,28,
Buy Food and Beverages Supplies.,"28 Jul, 2015",Benin,"Dear Sir,
We Company Sototex Consultant Sarl are looking for companies that deal on Garments, Pharmaceuticals,Toiletries,Cosmetics, Confectionery, Tea, Coffee, Tomatoes, Fish Tuna, Honey ,Cigarettes , Cigares,Energy Drinks,Canned Seafood,Canned Food,Liquors,Alcohol, Wines, Beer, Health Food,Olive Oil, Food and Beverages. Interesting companies, trade offices who want to explore and boasting their","wines,Beer,Fish Tuna,Honey","Food & Beverage,Wine",https://importer.ec21.com/buy-lead/Buy-Food-and-Beverages-Supplies.--23842163.html,28,
Buy : Inquiry,"1 Nov, 2016",Algeria,"We are regularly Buying: agri food beverages, froszen food, health food,cosmetics, veterinary medicine products, medical products.",Food beverages,"Business Services,Food Agents",https://importer.ec21.com/buy-lead/Buy-Inquiry--24038542.html,28,
Buy Nail,"3 Apr, 2016",United Kingdom,Hi I am a distributor ofcosmetics based in London (UK) My company is interested in Nail Appliques real varnish nail wraps. I saw your products at the Bologna Cosmoprof Exhibition in March. Please contact me with your brochure,,"Personal Care,Other Manicure & Pedicure Supplies",https://importer.ec21.com/buy-lead/Buy-Nail--23957317.html,28,
"Buy FROZEN FISH, MEAT  and POULTRY PRODUCTS","28 Mar, 2016",Benin,"We are your oriented exporter, importer and distributors on all kindsof Agricultural food: Rice, Potato, Onions, Fresh Apple, Spices and Garlic, Seafood; Bonito, Croaker, Hake, Mackerel, Tilapia, Tuna, Whole Round etc and Frozen Chicken,Cosmetics: Personal-care, Products, Skin Care Products, Hair Care products, Razor Blades, Canned Food: Pasta, Spaghetti, Tomato paste, Edible Oils, Canned fish,","Fresh Apple,Spices Garlic,Seafood Bonito,Croaker","Food & Beverage,Meat & Poultry",https://importer.ec21.com/buy-lead/Buy-FROZEN-FISH-MEAT--23954570.html,28,
Buy Chromogenex Chromolite S,"14 May, 2016",Tunisia,"Cosmetically to our center in Tunisia we need to buy both Chromogenex Chromolite and we need a price offer well studied datasheets it is urgent.
best regards",,"Personal Care,IPL Beauty Equipment",https://importer.ec21.com/buy-lead/Buy-Chromogenex-Chromolite-S--23972966.html,28,
"Buy One Color Lens, Thee Color Les, Fantasy Lens","17 Feb, 2016",Hong Kong,"Dear Madam, dear Sir,
Fantasy Lenses.
Goodmark has been in the market for over 40 years as a reliable supplier/partner of seasonal and party items throughout the European and American continent and is specialised in fun-cosmetics. Our high quality standards have made us the main company for Halloween and party children's and adult make-up.
You can find more info on www.goodmarkgroup.com
Fantasy L",,"Timepieces, Jewelry, Eyewear,Contact Lenses",https://importer.ec21.com/buy-lead/Buy-One-Color-Lens--23936195.html,28,
Buy Espoir,"1 Nov, 2016",Japan,"I'm Mari working at Japanesecosmeticcompany.
I'm a product planner.
I'm looking for the container of duo lip stick like Espoir one.
If you have any information, please contact me!!",,"Personal Care,Face Cream & Lotion",https://importer.ec21.com/buy-lead/Buy-Espoir--24038806.html,28,
Buy LED Magnifier Desk Lamp EF-200,"20 Mar, 2016",Israel,"Hi ,
My name is Sharon Kashi,
I am the purchase manager of the biggestcosmeticschool in Israel.
We are interested in a LED magnifying lamp for desk type for beauty salon.
Requirements : 
- number of led - 108 minimum.
- Lens - 7"" minimum.
- Optical - 5-diopter minimum.
Looking forward to your reply,
Thanks, 
Sharon",,"Lights & Lighting,Table Lamps & Reading Lamps",https://importer.ec21.com/buy-lead/Buy-LED-Magnifier-Desk-Lamp--23950764.html,28,
Buy PDO Lifting,"27 Apr, 2016",Germany,"Hello,
I would like some price of the PDO threads know .
Can you please send a price list for all the threads to me ?
How long does delivery take and how much does it cost ?
Best regards from Berlin
Nina Knade
skin layerCosmetics",,"Health & Medical,Suture",https://importer.ec21.com/buy-lead/Buy-PDO-Lifting--23967156.html,28,
We Buy Skin Care Products for Mature Lady,"26 Apr, 2018",Hong Kong,"We are looking forcosmetic/ skin care products for mature lady (age over 50).
We distribute supplier's brand in our market.
Target market : China (include Hong Kong / Macau) and Taiwan.
Safety and quality is important.
Product must meet Korea national safety standard (KFDA, KoreaCosmeticAssociation) if product is made from Korea. We need the copy of corresponding certificate.
IF the product h","wrinkle care,anti-ageing,skin care,cosmetic","Personal Care,Skin Care Serum",https://importer.ec21.com/buy-lead/We-Buy-Skin-Care-Products--24031753.html,28,
We Buy Baby Skin Care Products,"14 May, 2017",Hong Kong,"We are looking for the following baby skin care products (e.g. lotion, shampoo, cream etc.), in particular those that can help atopy.
Product must meet Korea national safety standard (KoreaCosmeticAssociation). If the product has US FDA approval, please include FDA registration no.
Target market : China (include Hong Kong / Macau) and Taiwan.
Interested parties please send the following informa","baby cream,baby lotion,baby shampoo,baby wash","Home & Garden,Baby Skin Care",https://importer.ec21.com/buy-lead/We-Buy-Baby-Skin-Care--23938875.html,28,
Buy Human Placenta Extract,"6 Jan, 2017",United States,Looking for a reputable source of human placenta extract - not plant-based. To be used incosmeticformulations in USA.,,"Chemicals,Cosmetic Raw Materials",https://importer.ec21.com/buy-lead/Buy-Human-Placenta-Extract--24061365.html,28,
Buy Tooth Style Makeup Brush,"5 Apr, 2017",China,"makeup brush factory in Shenzhen China, welcome to visit factory any time when u are need my help, can OEM,ODM and R&D.","makeup brush set,makeup brush tool,cosmetic makeup brush,cosmetic Accessories","Personal Care,Makeup Brush",https://importer.ec21.com/buy-lead/Buy-Tooth-Style-Makeup-Brush--24090367.html,28,
Buy Sunflower Oil,"27 Oct, 2015",Nepal,"Dear respected Member,
My name is pramod thapa i am emailing you on the behave of Hair and Beauty Nepal limited ( Joint cooperation with distributor/Whole seller / retailer food product) .
i am from Nepal and my company is in Nepal. Basically i am looking much the international part of this company. it is the whole sellers and retails company where we sell all the food as well ascosmeticproduct",,"Agriculture,Sunflower Oil",https://importer.ec21.com/buy-lead/Buy-Sunflower-Oil--23884793.html,28,
Buy  Mobile Phone Accessories,"16 Jan, 2016",United Arab Emirates,"Hi, 
I Would like to place on record that we are Dubai UAE based registered company under the name and title of ""Gulf Burj General Trading LLC"" having our business partner in different part of the globe. We deals inCosmetic, Used Medical Equipment's, Mobile Phones, Mobile Phone Accessories, Security Equipment's, Generators, Electronics, Garments, Used Clothing and General Items Supplier etc. 
We",,"Consumer Electronics,Mobile Phone Chargers",https://importer.ec21.com/buy-lead/Buy-Mobile-Phone-Accessories--23926204.html,28,
Buy Mobile Phone Accessories,"16 Jan, 2016",United Arab Emirates,"Hi, 
I Would like to place on record that we are Dubai UAE based registered company under the name and title of ""Gulf Burj General Trading LLC"" having our business partner in different part of the globe. We deals inCosmetic, Used Medical Equipment's, Mobile Phones, Mobile Phone Accessories, Security Equipment's, Generators, Electronics, Garments, Used Clothing and General Items Supplier etc. 
We",,"Luggage, Bags & Cases,Mobile Phone Bags & Cases",https://importer.ec21.com/buy-lead/Buy-Mobile-Phone-Accessories--23926202.html,28,
